frame_index,timestamp_ns,foreground_reference_mm,background_reference_mm,measured_gap_mm,foreground_bleeding_ratio,foreground_bleeding_max_distance_px,background_bleeding_ratio,background_bleeding_max_distance_px,mixed_ratio,peak_mixed_ratio,peak_mixed_distance_px,outlier_ratio,invalid_ratio,invalid_band_width_px,transition_width_px,nominal_edge_offset_px,analysis_status,transition_status
0,1785284492879107407,503.0,811.0,308.0,0.025423728813559324,,0.0010330578512396695,,0.009195164789751008,0.09615384615384616,0.0,0.006095671040396735,0.012447709417406387,0.0,3.1702906139253573,0.6524757056918092,ok,ok
1,1785284492900608433,503.0,811.0,308.0,0.023947151114781174,,0.0020678246484698098,,0.006714182419171573,0.08980582524271845,0.0,0.011155872327238922,0.012243648607284972,0.0,3.1488151433974716,0.5894526752130191,ok,ok
2,1785284492936618216,503.0,811.0,308.0,0.028329197684036394,,0.002687060768912774,,0.004134366925064599,0.06326034063260341,0.0,0.0,0.012855831037649219,0.0,3.079895888211535,0.6853691578234364,ok,ok
3,1785284492961966549,503.0,811.0,308.0,0.02481389578163772,,0.002271788517141677,,0.005269139373902262,0.0821256038647343,0.0,0.0,0.012447709417406387,0.0,3.167051904109359,0.6127890901422312,ok,ok
4,1785284492993575585,503.0,811.0,308.0,0.022881880024737167,,0.0032942145357216387,,0.006282830363580183,0.09767441860465116,0.0,0.0,0.009386797265585145,0.0,3.1981379430557904,0.5320846980670756,ok,ok
5,1785284493030685896,503.0,811.0,308.0,0.024138642459253148,,0.0024757582009490406,,0.00701392470345539,0.09324009324009325,0.0,0.008664259927797834,0.010815222936435057,0.0,3.203752044844401,0.560546380116555,ok,ok
6,1785284493064365165,503.0,811.0,308.0,0.027892561983471075,,0.0012389015073301672,,0.0053696819496076,0.08716707021791767,0.0,0.005059892606361008,0.011937557392102846,0.0,3.080854476523768,0.6894138232720911,ok,ok
7,1785284493099835551,503.0,811.0,308.0,0.030090684253915912,2.0,0.0020665426741062203,,0.002373336085027345,0.04275534441805225,0.0,0.0,0.01122334455667789,0.0,3.1013764652646634,0.7046911198322043,ok,ok
8,1785284493137877574,503.0,811.0,308.0,0.024133663366336634,,0.003096614368290669,,0.005571030640668524,0.07746478873239436,0.0,0.0,0.011019283746556474,0.0,3.205201994801561,0.5918439144519856,ok,ok
9,1785284493167735830,503.0,811.0,308.0,0.023799668874172186,,0.002070393374741201,,0.004449963779364586,0.07407407407407407,0.0,0.0,0.014080195898377716,0.0,3.14739704108098,0.6178326284406851,ok,ok
10,1785284493201113090,503.0,811.0,308.0,0.027668800330373736,2.0,0.0020622808826562177,,0.006293201279273702,0.07582938388625593,0.0,0.008047044258743422,0.011019283746556474,0.0,3.144743161676489,0.6674825121999123,ok,ok
11,1785284493233219448,503.0,811.0,308.0,0.024213576158940396,,0.0012399256044637321,,0.007444168734491315,0.10837438423645321,0.0,0.010028949545078577,0.013161922252831344,0.0,3.0886809681548657,0.6273001335622972,ok,ok
12,1785284493260454969,503.0,811.0,308.0,0.02495874587458746,,0.0014444903012794056,,0.009386281588447653,0.11666666666666667,0.0,0.01186178442496132,0.010815222936435057,0.0,3.180641663099786,0.6027816475209535,ok,ok
13,1785284493297396953,503.0,811.0,308.0,0.025175402393726783,,0.002276961291658042,,0.007026245091961149,0.0891566265060241,0.0,0.005682992353792105,0.012549739822467095,0.0,3.112280111626053,0.6226640753475855,ok,ok
14,1785284493331665334,503.0,811.0,308.0,0.026608910891089108,,0.0034979423868312758,,0.0046348748583788235,0.06526806526806526,0.0,0.0,0.009386797265585145,0.0,3.197133870015529,0.6125854770433085,ok,ok
